academy_id, academy_name, road_address, building, address, sido, sigungu, dong, zip_code, latitude, longitude
468,만수리딩비영어독서학원, 인천 남동구 장승남로 48, 제우빌딩, 인천 남동구 만수동 1040, 인천, 남동구, 만수6동, 405868, 126.73762300112578, 37.443156645634325
469,만수빅뱅수학학원, 인천 남동구 만수서로 74, , 인천 남동구 만수동 1120-2, 인천, 남동구, 만수2동, 405240, 126.7341812488543, 37.46158363737524
470,만수플러스보습학원, 인천 남동구 만수로 45, , 인천 남동구 만수동 72-49, 인천, 남동구, 만수2동, 405856, 126.7333352653598, 37.46045366748498
471,만수해법학원, 인천 남동구 장승남로 36, , 인천 남동구 만수동 1041, 인천, 남동구, 만수6동, 405868, 126.73619011274896, 37.443157060159194
472,만점수학학원, 인천 연수구 앵고개로 242, 제일빌딩, 인천 연수구 동춘동 937, 인천, 연수구, 동춘2동, 406802, 126.67082621435709, 37.408657269877565
473,매드매스수학학원, 인천 계양구 계산새로 71, 하이베라스빌딩, 인천 계양구 계산동 1062, 인천, 계양구, 계산4동, 407784, 126.73581737970969, 37.53878169016251
474,매드포스터디학원, 인천 계양구 장제로 737-18, , 인천 계양구 작전동 896-1, 인천, 계양구, 작전1동, 407820, 126.73319352790335, 37.533369802703895
475,매스브레인학원, 인천 남동구 논고개로 81, 우리들메디타워, 인천 남동구 논현동 746-3, 인천, 남동구, 논현고잔동, 405300, 126.72589714562064, 37.39868834591126
476,매스티안비(Bee)학원, 인천 남동구 석산로 167, , 인천 남동구 간석동 194-1, 인천, 남동구, 간석2동, 405803, 126.71053817197974, 37.460782054362944
477,매스홀릭학원, 인천 부평구 마장로 263, 삼성빌딩, 인천 부평구 산곡동 191-10, 인천, 부평구, 산곡2동, 403837, 126.702604675418, 37.50155269115767
478,매쓰235수학학원, 인천 중구 운남서로 7, 영종 자이, 인천 중구 운남동 1550, 인천, 중구, 영종동, 400812, 126.53133843643636, 37.48792567524024
